"LabID","Ash"
27,0.904563816907175
448,2.25443736118197
1041,1.89356713241719
1059,0.193657727323906
1183,1.27675536876263
2080,0.855447934647323
2205,0.692898260476457
2812,-0.953637802844901
3288,-0.789543142645304
3916,0.946353228130248
4047,-1.15318982897406
4148,0.35828178484503
4208,-0.408596833061994
4223,-1.24548620532961
4783,0.732416598851396
4851,2.55858965503287
5141,0.339941949751157
5359,2.4751319563458
5521,0.604445946901714
5531,-0.0877805319100583
5687,0.856054656875402
5769,1.28935560005869
6205,-0.175466187965575
6607,2.12576874026293
6821,1.51636470363604
6919,0.380205609025986
6941,0.260088224795932
7024,0.287976639385543
7076,1.06818662639693
7237,1.0952949373231
7512,0.610333446957935
7632,-0.353958192474053
8180,0.641507808470886
8980,1.35230795942457
9688,0.32048661588926
9796,0.115582824391983
9980,-0.766715077640497
10022,-0.596948698740393
10541,-0.663672465169143
10638,-0.847552621928361
10798,-1.83339979299813
10874,-1.56739823650144
11671,-0.198381633846262
12718,-0.163152047134628
12962,-0.445665895543576
13038,-1.12439331596408
13297,-0.666167434211614
13429,0.379930040054298
13501,0.296942058001244
13892,-0.679953699081376
14117,1.18487616661801
14501,1.04912877388745
14554,-0.469969073278473
15129,-0.387864296031743
15213,-0.0908004183368871
15218,-0.176628046428057
15237,0.547475799979294
15325,0.323225944784747
16145,-0.899800451913449
16223,0.936964580246678
16602,2.2923737979401
16842,0.932689646179681
17169,0.255678079959955
17468,-1.10097192383205
17938,1.36368727929105
18100,1.10265256897721
18818,-0.735860943073337
20482,-0.690505023886912
20483,0.43929636702172
20688,0.815520863627003
21011,-0.0921540931002012
21784,-0.442247985486354
22631,-0.168493667846719
23077,1.26761959777509
23445,1.04699451393921
23769,1.0208957987469
23955,0.581282952985557
24513,0.729512090328816
24717,0.542466781452205
24816,0.228714306146034
24854,0.373923672784163
25084,0.415834815038172
25160,0.812265526422775
25209,-0.638196937625312
25683,-1.48190639260628
25704,-0.0522015171408375
26551,-1.39778298365194
26609,-0.259826384023483
26696,0.833464493249365
27151,-1.02779302254194
27181,-0.214376291146813
27866,-0.257739568689588
27994,-3.34830582313797
28318,-0.297070798592452
28607,-0.355188232077786
28616,0.632491770021186
28939,0.230961438506729
29318,-0.0219239531480472
29799,-0.426616880031303
29825,0.718142622471441
30256,-0.884723059660457
30464,0.800269129627277
30569,0.422490513945199
31156,-1.37848095637133
31478,-0.301173643660509
31709,-0.209182092214319
31854,-0.423836500843531
31929,0.0105281947535923
32159,-0.131796376050076
32327,0.533899879821835
32753,1.0601226114966
33088,-0.497994768671133
33545,-0.60806915087554
33697,-0.71234089632145
33876,1.07462973000956
34803,0.889484612762704
35039,-0.303055341437888
35048,1.95481305382907
35852,-1.65807189181595
35862,-0.866394818941137
36045,-0.33666238564018
37320,1.07101912064375
37819,-1.16875371310651
38297,0.304510062953661
38923,0.410108798958104
39011,-2.96426472959118
39174,-0.524895600280079
39293,-2.98119842313579
39437,-0.477798730802634
40066,-0.0329997667224629
40331,1.25228775624698
40413,-0.320071396951347
40430,-0.610000699286511
40497,0.235340113472541
40501,-0.0602425046608668
41029,0.759873828094004
41580,0.311738071364034
41596,-1.8195271684008
42168,-0.198042621574355
42224,2.27620730892334
42241,-0.0706400693374488
43030,-0.234887946368401
43449,0.623635617159128
43843,-0.947431753400977
44123,-1.06907669324806
44461,-1.47959199613947
44670,-0.939766136465324
45604,-0.514907247635199
45794,-0.319285258141575
46009,-0.200928952791202
46361,0.130137133542007
46476,-0.0562427013548881
46945,-1.21509792652871
46947,-0.0181577892925234
47225,0.432716833814319
47446,-2.95584300299588
47744,0.94572022811856
47862,1.17553889508048
48422,-1.35985561113428
48498,-0.0198600652879531
48893,0.927856604590794
49038,1.04185449009018
49159,0.780290244024399
49856,-0.328451064780263
49951,-0.487495004469687
50473,0.532414188918707
50763,-1.08417321588356
50858,-1.45767026360351
51416,0.207496188419326
51464,0.255922657250061
51672,0.963860478006198
51705,0.700122755102141
51898,0.106228470130579
51930,1.31092635729047
52174,0.0184101438295327
52244,-0.134716698581651
52483,-1.94678385111533
52585,0.818026782008754
53247,0.565496931724899
53734,0.3662056598334
54062,1.90926387901672
54718,0.427464960629226
54804,0.48847608103067
54856,0.323118306658285
55019,0.912035711102697
55055,-0.266548958074106
55492,-0.81029250080509
55772,0.885208632099045
55858,0.983531271742956
56706,-0.175358116686652
57235,-0.509101086927435
57244,-0.315100336674635
57448,0.046940576551377
57687,-0.844904804164249
57879,0.462213298339427
58295,-1.3370357157514
58594,0.708270946692156
58947,0.0372445106556182
59331,0.275964879395278
59337,-0.029383461490708
59459,-0.886999908630053
60268,-1.79696649332709
60337,-0.443803020130746
60693,-0.0958460354973021
60789,-2.03319586000121
61538,-1.14841397393015
61622,0.204598669849803
62078,0.226781892240025
62234,-0.439737209422572
62282,-1.19165728329118
62543,-2.14651128878634
62653,-0.742870961179761
62881,-0.299486068535026
63089,0.797213034662379
63249,-0.978301992305748
63443,-0.374859689323236
63531,1.47990704105525
63725,-0.110807422352904
63730,0.370492037743409
63767,0.0290955012780385
63818,-1.17038534895016
63969,0.112692927260241
64334,1.22054809886116
64354,-2.31896879020341
